motor,date,row_count,diff,first_value,last_value,delta_t,diff_rate,fname
TORAY_P7412B_EXT,2025-03-06,22967,11488.0,4.380788e+07,4.381937e+07,23.999166666666667,478.6833,2025-03-06_000002_to_2025-03-06_235959
TORAY_P7412B_EXT,2025-03-07,22960,11280.0,4.381937e+07,4.383065e+07,23.99861111111111,470.0272,2025-03-07_000002_to_2025-03-07_235957
TORAY_P7412B_EXT,2025-03-08,22948,11212.0,4.383065e+07,4.384186e+07,23.999444444444446,467.17746,2025-03-08_000001_to_2025-03-08_235959
TORAY_P7412B_EXT,2025-03-09,22981,11080.0,4.384186e+07,4.385294e+07,23.99888888888889,461.68805,2025-03-09_000002_to_2025-03-09_235958
TORAY_P7412B_EXT,2025-03-10,22952,11252.0,4.385294e+07,4.386419e+07,23.999166666666667,468.8496,2025-03-10_000001_to_2025-03-10_235958
TORAY_P7412B_EXT,2025-03-11,22967,13188.0,4.386419e+07,4.387738e+07,23.999166666666667,549.5191,2025-03-11_000001_to_2025-03-11_235958
TORAY_P7412B_EXT,2025-03-12,22975,10972.0,4.387738e+07,4.388835e+07,23.999166666666667,457.18256,2025-03-12_000002_to_2025-03-12_235959
TORAY_P7412B_EXT,2025-03-13,23006,10936.0,4.388835e+07,4.389929e+07,23.99861111111111,455.69302,2025-03-13_000003_to_2025-03-13_235958
TORAY_P7412B_EXT,2025-03-14,22954,11264.0,4.389929e+07,4.391055e+07,23.99861111111111,469.36047,2025-03-14_000001_to_2025-03-14_235956
TORAY_P7412B_EXT,2025-03-15,23004,10840.0,4.391055e+07,4.392139e+07,23.99972222222222,451.6719,2025-03-15_000000_to_2025-03-15_235959
TORAY_P7412B_EXT,2025-03-16,22975,11108.0,4.392139e+07,4.39325e+07,23.99888888888889,462.85477,2025-03-16_000002_to_2025-03-16_235958
TORAY_P7412B_EXT,2025-03-17,22930,11460.0,4.39325e+07,4.394396e+07,23.99861111111111,477.52762,2025-03-17_000002_to_2025-03-17_235957
TORAY_P7412B_EXT,2025-03-18,23026,10460.0,4.394396e+07,4.395442e+07,23.99888888888889,435.85352,2025-03-18_000001_to_2025-03-18_235957
TORAY_P7412B_EXT,2025-03-19,22989,10612.0,4.395442e+07,4.396503e+07,23.999166666666667,442.18204,2025-03-19_000000_to_2025-03-19_235957
TORAY_P7412B_MCC,2024-12-04,23075,17.120117,481.4007,498.5208,23.999166666666667,0.713363,2024-12-04_000000_to_2024-12-04_235957
TORAY_P7412B_MCC,2024-12-05,23060,18.617676,498.5208,517.1385,23.99972222222222,0.7757455,2024-12-05_000000_to_2024-12-05_235959
TORAY_P7412B_MCC,2024-12-06,23066,25.391602,517.1401,542.5317,23.99861111111111,1.0580447,2024-12-06_000003_to_2024-12-06_235958
TORAY_P7412B_MCC,2024-12-07,22992,26.654114,542.5317,569.1858,23.99861111111111,1.1106523,2024-12-07_000002_to_2024-12-07_235957
TORAY_P7412B_MCC,2024-12-08,23015,25.7854,569.1858,594.9712,23.99888888888889,1.0744414,2024-12-08_000000_to_2024-12-08_235956
TORAY_P7412B_MCC,2024-12-09,23061,19.139587,594.9746,614.1142,23.99888888888889,0.79751974,2024-12-09_000000_to_2024-12-09_235956
TORAY_P7412B_MCC,2024-12-10,23055,25.328918,614.1142,639.4431,23.99972222222222,1.0553838,2024-12-10_000000_to_2024-12-10_235959
TORAY_P7412B_MCC,2024-12-11,22988,28.897278,639.4456,668.3429,23.99861111111111,1.2041229,2024-12-11_000002_to_2024-12-11_235957
TORAY_P7412B_MCC,2024-12-12,23164,31.319397,668.3429,699.6623,23.999166666666667,1.3050202,2024-12-12_000000_to_2024-12-12_235957
TORAY_P7412B_MCC,2024-12-13,23175,26.131897,699.6623,725.7942,23.99972222222222,1.0888417,2024-12-13_000000_to_2024-12-13_235959
TORAY_P7412B_MCC,2024-12-14,23431,24.424927,725.7942,750.2191,23.99888888888889,1.0177524,2024-12-14_000002_to_2024-12-14_235958
TORAY_P7412B_MCC,2024-12-15,23427,17.821777,750.2191,768.0409,23.998333333333335,0.74262565,2024-12-15_000002_to_2024-12-15_235956
TORAY_P7412B_MCC,2024-12-16,23378,19.043701,768.0409,787.0846,23.99972222222222,0.7934967,2024-12-16_000000_to_2024-12-16_235959
TORAY_P7412B_MCC,2024-12-17,23377,30.237488,787.0846,817.3221,23.999166666666667,1.2599391,2024-12-17_000002_to_2024-12-17_235959
TORAY_P7412B_MCC,2024-12-18,23367,27.654541,817.3221,844.9766,23.99861111111111,1.1523392,2024-12-18_000003_to_2024-12-18_235958
TORAY_P7412B_MCC,2024-12-19,23388,27.656494,844.9782,872.6347,23.99861111111111,1.1524206,2024-12-19_000001_to_2024-12-19_235956
TORAY_P7412B_MCC,2024-12-20,23379,17.315308,872.6347,889.95,23.99888888888889,0.72150457,2024-12-20_000000_to_2024-12-20_235956
TORAY_P7412B_MCC,2024-12-21,23395,28.553589,889.9534,918.507,23.999166666666667,1.1897742,2024-12-21_000000_to_2024-12-21_235957
TORAY_P7412B_MCC,2024-12-22,23408,21.3609,918.507,939.8679,23.99888888888889,0.8900788,2024-12-22_000001_to_2024-12-22_235957
TORAY_P7412B_MCC,2024-12-23,23385,1.0858765,939.8701,940.956,23.999166666666667,0.045246422,2024-12-23_000001_to_2024-12-23_235958
TORAY_P7412B_MCC,2024-12-24,23423,4.2227783,940.956,945.1788,23.999166666666667,0.1759552,2024-12-24_000001_to_2024-12-24_235958
TORAY_P7412B_MCC,2024-12-25,23380,3.3374023,945.1788,948.5162,23.998333333333335,0.1390681,2024-12-25_000002_to_2024-12-25_235956
TORAY_P7412B_MCC,2024-12-26,23337,3.4020996,948.5162,951.9183,23.99888888888889,0.14176072,2024-12-26_000000_to_2024-12-26_235956
TORAY_P7412B_MCC,2024-12-27,23382,4.276001,951.9183,956.1943,23.999166666666667,0.1781729,2024-12-27_000000_to_2024-12-27_235957
TORAY_P7412B_MCC,2024-12-28,23448,12.925415,956.1943,969.1197,23.999166666666667,0.5385777,2024-12-28_000000_to_2024-12-28_235957
TORAY_P7412B_MCC,2024-12-29,23412,14.555786,969.1197,983.6755,23.99972222222222,0.6064981,2024-12-29_000000_to_2024-12-29_235959
TORAY_P7412B_MCC,2024-12-30,23422,0.47192383,983.6755,984.1474,23.99888888888889,0.019664403,2024-12-30_000002_to_2024-12-30_235958
TORAY_P7412B_MCC,2024-12-31,23381,8.661377,984.1474,992.8088,23.99888888888889,0.36090744,2024-12-31_000001_to_2024-12-31_235957
TORAY_P7412B_MCC,2025-01-01,23429,87928.8,992.8126,88921.61,23.999444444444446,3663.7847,2025-01-01_000001_to_2025-01-01_235959
TORAY_P7412B_MCC,2025-01-02,23333,1.9375,88921.61,88923.55,23.99861111111111,0.080733836,2025-01-02_000003_to_2025-01-02_235958
TORAY_P7412B_MCC,2025-01-03,23365,1.703125,88923.55,88925.25,23.99888888888889,0.07096683,2025-01-03_000001_to_2025-01-03_235957
TORAY_P7412B_MCC,2025-01-04,23362,0.90625,88925.25,88926.16,23.999444444444446,0.03776129,2025-01-04_000000_to_2025-01-04_235958
TORAY_P7412B_MCC,2025-01-06,23411,0.5,88926.16,88926.66,23.99972222222222,0.020833574,2025-01-06_000000_to_2025-01-06_235959
TORAY_P7412B_MCC,2025-01-07,23360,0.921875,88926.66,88927.58,23.99861111111111,0.03841368,2025-01-07_000003_to_2025-01-07_235958
TORAY_P7412B_MCC,2025-01-08,23307,20481.422,88927.58,109409.0,23.99888888888889,853.4321,2025-01-08_000001_to_2025-01-08_235957
TORAY_P7412B_MCC,2025-01-09,23358,2.0,109409.0,109411.0,23.99972222222222,0.0833343,2025-01-09_000000_to_2025-01-09_235959
TORAY_P7412B_MCC,2025-01-10,23416,1.8984375,109411.0,109412.9,23.998333333333335,0.07910705,2025-01-10_000002_to_2025-01-10_235956
TORAY_P7412B_MCC,2025-01-11,23407,1.0,109412.9,109413.9,23.99972222222222,0.04166715,2025-01-11_000000_to_2025-01-11_235959
TORAY_P7412B_MCC,2025-01-13,23357,0.5,109413.9,109414.4,23.999166666666667,0.020834057,2025-01-13_000002_to_2025-01-13_235959
TORAY_P7412B_MCC,2025-01-14,23374,1.0,109414.4,109415.4,23.998333333333335,0.041669562,2025-01-14_000002_to_2025-01-14_235956
TORAY_P7412B_MCC,2025-01-18,23145,0.1015625,109415.4,109415.5,23.999444444444446,0.004231869,2025-01-18_000000_to_2025-01-18_235958
TORAY_P7412B_MCC,2025-01-19,23202,0.1015625,109415.5,109415.6,23.99888888888889,0.004231967,2025-01-19_000002_to_2025-01-19_235958
TORAY_P7412B_MCC,2025-01-20,23181,0.1015625,109415.6,109415.7,23.99888888888889,0.004231967,2025-01-20_000002_to_2025-01-20_235958
TORAY_P7412B_MCC,2025-01-22,23242,0.3984375,109415.7,109416.1,23.99972222222222,0.016601754,2025-01-22_000000_to_2025-01-22_235959
TORAY_P7412B_MCC,2025-01-23,23209,0.1015625,109416.1,109416.2,23.99861111111111,0.0042320155,2025-01-23_000003_to_2025-01-23_235958
TORAY_P7412B_MCC,2025-01-24,23244,0.09375,109416.2,109416.3,23.99861111111111,0.003906476,2025-01-24_000001_to_2025-01-24_235956
TORAY_P7412B_MCC,2025-01-29,23172,0.203125,109416.3,109416.5,23.99861111111111,0.008464031,2025-01-29_000002_to_2025-01-29_235957
TORAY_P7412B_MCC,2025-01-30,23184,0.1015625,109416.5,109416.6,23.999166666666667,0.0042319177,2025-01-30_000000_to_2025-01-30_235957
TORAY_P7412B_MCC,2025-01-31,23144,0.1015625,109416.6,109416.7,23.999166666666667,0.0042319177,2025-01-31_000001_to_2025-01-31_235958
TORAY_P7412B_MCC,2025-02-05,23202,0.09375,109416.7,109416.8,23.99861111111111,0.003906476,2025-02-05_000002_to_2025-02-05_235957
TORAY_P7412B_MCC,2025-02-06,23232,0.40625,109416.8,109417.2,23.999166666666667,0.01692767,2025-02-06_000001_to_2025-02-06_235958
TORAY_P7412B_MCC,2025-02-07,23231,0.296875,109417.2,109417.5,23.99861111111111,0.012370507,2025-02-07_000002_to_2025-02-07_235957
TORAY_P7412B_MCC,2025-02-09,23191,0.1015625,109417.5,109417.6,23.99861111111111,0.0042320155,2025-02-09_000002_to_2025-02-09_235957
TORAY_P7412B_MCC,2025-02-10,23189,0.1953125,109417.6,109417.8,23.999166666666667,0.008138304,2025-02-10_000000_to_2025-02-10_235957
TORAY_P7412B_MCC,2025-02-11,23219,0.3046875,109417.8,109418.1,23.999444444444446,0.012695606,2025-02-11_000001_to_2025-02-11_235959
TORAY_P7412B_MCC,2025-02-12,23224,0.1015625,109418.1,109418.2,23.998333333333335,0.004232065,2025-02-12_000002_to_2025-02-12_235956
TORAY_P7412B_MCC,2025-02-13,23242,0.3984375,109418.2,109418.6,23.99972222222222,0.016601754,2025-02-13_000000_to_2025-02-13_235959
TORAY_P7412B_MCC,2025-02-15,23196,4334.297,109418.6,113752.9,23.999444444444446,180.59988,2025-02-15_000001_to_2025-02-15_235959
TORAY_P7412B_MCC,2025-02-17,23188,0.1015625,113752.9,113753.0,23.998333333333335,0.004232065,2025-02-17_000003_to_2025-02-17_235957
TORAY_P7412B_MCC,2025-02-18,23300,0.203125,113753.0,113753.2,23.99888888888889,0.008463934,2025-02-18_000001_to_2025-02-18_235957
TORAY_P7412B_MCC,2025-02-21,22844,0.59375,113753.2,113753.8,23.99888888888889,0.02474073,2025-02-21_000003_to_2025-02-21_235959
TORAY_P7412B_MCC,2025-02-22,22943,0.703125,113753.8,113754.5,23.99861111111111,0.02929857,2025-02-22_000003_to_2025-02-22_235958
TORAY_P7412B_MCC,2025-02-23,22986,0.296875,113754.5,113754.8,23.999166666666667,0.012370221,2025-02-23_000001_to_2025-02-23_235958
TORAY_P7412B_MCC,2025-02-27,22944,0.203125,113754.8,113755.0,23.99888888888889,0.008463934,2025-02-27_000002_to_2025-02-27_235958
TORAY_P7412B_MCC,2025-02-28,22928,0.1015625,113755.0,113755.1,23.999166666666667,0.0042319177,2025-02-28_000002_to_2025-02-28_235959
TORAY_P7412B_MCC,2025-03-01,22960,9.6953125,113755.1,113764.8,23.99861111111111,0.40399474,2025-03-01_000003_to_2025-03-01_235958
TORAY_P7412B_MCC,2025-03-02,22913,0.3046875,113764.8,113765.1,23.99888888888889,0.012695901,2025-03-02_000001_to_2025-03-02_235957
TORAY_P7412B_MCC,2025-03-03,22937,0.5,113765.1,113765.6,23.999166666666667,0.020834057,2025-03-03_000001_to_2025-03-03_235958
TORAY_P7412B_MCC,2025-03-04,22928,0.3984375,113765.6,113766.0,23.999444444444446,0.016601946,2025-03-04_000001_to_2025-03-04_235959
TORAY_P7412B_MCC,2025-03-05,22911,0.3984375,113766.0,113766.4,23.999166666666667,0.01660214,2025-03-05_000002_to_2025-03-05_235959
TORAY_P7412B_MCC,2025-03-07,22966,20209.541,1.589937,20211.13,23.99888888888889,842.1032,2025-03-07_000002_to_2025-03-07_235958
TORAY_P7412B_MCC,2025-03-08,23006,3.0,20211.13,20214.13,23.999166666666667,0.12500434,2025-03-08_000002_to_2025-03-08_235959
TORAY_P7412B_MCC,2025-03-09,23009,0.34960938,20214.13,20214.48,23.99861111111111,0.0145679,2025-03-09_000003_to_2025-03-09_235958
TORAY_P7412B_MCC,2025-03-10,22949,2.3789062,20214.48,20216.86,23.999166666666667,0.099124536,2025-03-10_000001_to_2025-03-10_235958
TORAY_P7412B_MCC,2025-03-11,23025,1.5410156,20216.86,20218.4,23.999444444444446,0.06421047,2025-03-11_000001_to_2025-03-11_235959
TORAY_P7412B_MCC,2025-03-12,22921,0.75,20218.4,20219.15,23.999166666666667,0.031251084,2025-03-12_000002_to_2025-03-12_235959
TORAY_P7412B_MCC,2025-03-13,22963,1.7597656,20219.15,20220.91,23.99861111111111,0.07332781,2025-03-13_000003_to_2025-03-13_235958
TORAY_P7412B_MCC,2025-03-14,22902,0.9296875,20220.91,20221.84,23.99888888888889,0.038738772,2025-03-14_000002_to_2025-03-14_235958
TORAY_P7412B_MCC,2025-03-15,22738,2.6503906,20221.84,20224.49,23.999166666666667,0.110436775,2025-03-15_000002_to_2025-03-15_235959
TORAY_P7412B_MCC,2025-03-16,22989,0.20898438,20224.49,20224.7,23.99888888888889,0.008708086,2025-03-16_000003_to_2025-03-16_235959
TORAY_P7412B_MCC,2025-03-17,22958,0.20117188,20224.7,20224.9,23.99861111111111,0.008382646,2025-03-17_000002_to_2025-03-17_235957
TORAY_P7412B_MCC,2025-03-18,22968,1.8496094,20224.9,20226.75,23.999166666666667,0.07706974,2025-03-18_000000_to_2025-03-18_235957
TORAY_P7412B_MCC,2025-03-19,22971,2.3691406,20226.75,20229.12,23.999166666666667,0.09871762,2025-03-19_000000_to_2025-03-19_235957
TORAY_P7412B_MCC,2025-06-03,23136,0.39450073,481.1526,481.5471,23.999444444444446,0.01643791,2025-06-03_000000_to_2025-06-03_235958
TORAY_P7412B_MCC,2025-06-04,23101,0.15222168,481.5471,481.6993,23.999166666666667,0.00634279,2025-06-04_000002_to_2025-06-04_235959
TORAY_P7412B_MCC,2025-06-05,23089,25.852692,481.6993,507.552,23.99888888888889,1.0772454,2025-06-05_000003_to_2025-06-05_235959
TORAY_P7412B_MCC,2025-06-06,23166,0.044891357,507.552,507.5969,23.999166666666667,0.0018705382,2025-06-06_000002_to_2025-06-06_235959
TORAY_P7412B_MCC,2025-06-10,23114,0.029388428,507.6048,507.6342,23.999444444444446,0.0012245461,2025-06-10_000001_to_2025-06-10_235959
